,names,scores,logfoldchanges,pvals,Cohort,Drug,Target,Test,CellType,logPval_dir,Treatment
0,PC2,1.963961,-0.4375203,0.049534613435626706,THP-1,AT,MYB,wilcox,PC2,3.005083592450989,AT [THP-1]
1,cDC-like,1.963961,0.15929265,0.049534613435626706,THP-1,AT,MYB,wilcox,cDC-like,3.005083592450989,AT [THP-1]
2,Mono-like,1.963961,25.890394,0.049534613435626706,THP-1,AT,MYB,wilcox,Mono-like,3.005083592450989,AT [THP-1]
3,LSPC-Quiescent,1.963961,0.8257486,0.049534613435626706,THP-1,AT,MYB,wilcox,LSPC-Quiescent,3.005083592450989,AT [THP-1]
4,LSPC-Primed,1.0910895,0.3650532,0.27523352407483426,THP-1,AT,MYB,wilcox,LSPC-Primed,1.2901353632096608,AT [THP-1]
5,ProMono-like,0.0,0.0,1.0,THP-1,AT,MYB,wilcox,ProMono-like,-0.0,AT [THP-1]
6,LSPC-Cycle,-1.963961,-0.11339013,0.049534613435626706,THP-1,AT,MYB,wilcox,LSPC-Cycle,-3.005083592450989,AT [THP-1]
7,GMP-like,-1.963961,-0.9192649,0.049534613435626706,THP-1,AT,MYB,wilcox,GMP-like,-3.005083592450989,AT [THP-1]
0,PC2,1.963961,-0.21547563,0.049534613435626706,THP-1,HA,MYB,wilcox,PC2,3.005083592450989,HA [THP-1]
1,cDC-like,1.963961,0.11227145,0.049534613435626706,THP-1,HA,MYB,wilcox,cDC-like,3.005083592450989,HA [THP-1]
2,Mono-like,1.963961,25.095392,0.049534613435626706,THP-1,HA,MYB,wilcox,Mono-like,3.005083592450989,HA [THP-1]
3,LSPC-Quiescent,1.963961,0.6914318,0.049534613435626706,THP-1,HA,MYB,wilcox,LSPC-Quiescent,3.005083592450989,HA [THP-1]
4,LSPC-Cycle,1.963961,0.28873402,0.049534613435626706,THP-1,HA,MYB,wilcox,LSPC-Cycle,3.005083592450989,HA [THP-1]
5,LSPC-Primed,1.0910895,1.1909451,0.27523352407483426,THP-1,HA,MYB,wilcox,LSPC-Primed,1.2901353632096608,HA [THP-1]
6,ProMono-like,0.0,0.0,1.0,THP-1,HA,MYB,wilcox,ProMono-like,-0.0,HA [THP-1]
7,GMP-like,-1.963961,-1.2590574,0.049534613435626706,THP-1,HA,MYB,wilcox,GMP-like,-3.005083592450989,HA [THP-1]
0,Mono-like,2.309401,24.541147,0.020921335337794014,MOLM-13,GSK3186000A,PRMT5,wilcox,Mono-like,3.8669858111440156,GSK3186000A [MOLM-13]
1,GMP-like,2.020726,0.7419499,0.043308142810791955,MOLM-13,GSK3186000A,PRMT5,wilcox,GMP-like,3.1394146059774566,GSK3186000A [MOLM-13]
2,LSPC-Quiescent,1.1547005,0.25706184,0.24821307898992362,MOLM-13,GSK3186000A,PRMT5,wilcox,LSPC-Quiescent,1.3934677122336503,GSK3186000A [MOLM-13]
3,PC2,0.57735026,-0.23007452,0.5637028616507731,MOLM-13,GSK3186000A,PRMT5,wilcox,PC2,0.5732280073583128,GSK3186000A [MOLM-13]
4,cDC-like,0.57735026,0.04171932,0.5637028616507731,MOLM-13,GSK3186000A,PRMT5,wilcox,cDC-like,0.5732280073583128,GSK3186000A [MOLM-13]
5,LSPC-Primed,0.28867513,0.011225348,0.7728299926844475,MOLM-13,GSK3186000A,PRMT5,wilcox,LSPC-Primed,0.2576961864274515,GSK3186000A [MOLM-13]
6,ProMono-like,-0.57735026,-20.66318,0.5637028616507731,MOLM-13,GSK3186000A,PRMT5,wilcox,ProMono-like,-0.5732280073583128,GSK3186000A [MOLM-13]
7,LSPC-Cycle,-2.309401,-27.38105,0.020921335337794014,MOLM-13,GSK3186000A,PRMT5,wilcox,LSPC-Cycle,-3.8669858111440156,GSK3186000A [MOLM-13]
0,GMP-like,1.7320508,0.5480022,0.0832645166635504,MOLM-13,GSK343,EZH2,wilcox,GMP-like,2.48573279098608,GSK343 [MOLM-13]
1,LSPC-Primed,0.28867513,0.013995764,0.7728299926844475,MOLM-13,GSK343,EZH2,wilcox,LSPC-Primed,0.2576961864274515,GSK343 [MOLM-13]
2,Mono-like,0.0,0.0,1.0,MOLM-13,GSK343,EZH2,wilcox,Mono-like,-0.0,GSK343 [MOLM-13]
3,LSPC-Cycle,0.0,0.0664296,1.0,MOLM-13,GSK343,EZH2,wilcox,LSPC-Cycle,-0.0,GSK343 [MOLM-13]
4,ProMono-like,-0.57735026,-20.66318,0.5637028616507731,MOLM-13,GSK343,EZH2,wilcox,ProMono-like,-0.5732280073583128,GSK343 [MOLM-13]
